card_id,playerClass,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability
TLC_430,PALADIN,MINION,Creature of the Sacred Cave,THE_LOST_CITY,"[x]At the end of your turn,
recast a random Holy spell
you cast this turn <i>(targets
this if possible)</i>.",4,2,5,EPIC,true,Really likes being read to.,BEAST,,,,,
TLC_432,DEATHKNIGHT,MINION,Dread Raptor,THE_LOST_CITY,<b>Battlecry:</b> Draw a <b>Deathrattle</b> minion that costs (3) or less. <b>Kindred:</b> It costs (0).,4,3,4,RARE,true,"""I AM THE CLAW!""",UNDEAD,,,,,
TLC_433,DEATHKNIGHT,SPELL,Reanimate the Terror,THE_LOST_CITY,"[x]<b>Quest:</b> Spend 15 <b>Corpses</b>.
<b>Reward:</b> Tyrax, Bone Terror.",1,,,LEGENDARY,true,"Day 11. We’ve been betrayed! Umbra has been meeting secretly with the Cult of the Damned to plan a coup. She and High Cultist Herenn used shadow magic to raise an undead dinosaur army! Tortolla preserve us, the fate of the Lost City rests in our hands.",,,,,,
TLC_434,DEATHKNIGHT,SPELL,Paleomancy,THE_LOST_CITY,<b>Discover</b> an Undead. Spend 5 <b>Corpses</b> to keep all 3 instead.,3,,,RARE,true,Death finds a way.,,,,,,
TLC_435,DEATHKNIGHT,SPELL,Crypt Map,THE_LOST_CITY,"<b>Discover</b> a Frost Rune card. If you play it this turn, also pick one
of the others.",1,,,COMMON,true,Solving a maze is easy. Just hug the left wall and don't get eaten by dinosaurs!,,,,,,
TLC_436,DEATHKNIGHT,MINION,Reanimated Pterrordax,THE_LOST_CITY,"<b><b>Rush</b>, Lifesteal</b>
Costs <b>Corpses</b> instead
of Mana.",5,4,3,EPIC,true,Ptruly pterrifying.,UNDEAD,,,,,
TLC_438,PALADIN,MINION,Violet Treasuregill,THE_LOST_CITY,"[x]<b>Battlecry:</b> Cast a random
spell from your deck that
costs (2) or less <i>(targets
this if possible)</i>.",2,1,2,RARE,true,His brother Violent was banned from the colony.,MURLOC,,,,,
TLC_439,DEATHKNIGHT,SPELL,Wave of Tar,THE_LOST_CITY,"Deal $2 damage to all enemy minions. Enemy minions cost
(2) more next turn.",4,,,EPIC,true,"""Watch out for my WAVE OF TAR!!! Just... stand still for a minute.""",,,,,,
TLC_440,DEATHKNIGHT,SPELL,Cryosleep,THE_LOST_CITY,"Deal $4 damage
and draw a card.
<b>Kindred: </b>Draw another.",4,,,RARE,true,You mad? Cryobout it.,,,,,,
TLC_441,PALADIN,SPELL,Ready the Fleet,THE_LOST_CITY,Give +1/+2 to a friendly minion and your other minions that share a type with it.,3,,,COMMON,true,The Fleet is on fleek.,,,,,,
TLC_442,PALADIN,SPELL,Submerged Map,THE_LOST_CITY,"[x]<b>Discover</b> a Murloc.
If you play it this turn, also
pick one of the others.",1,,,COMMON,true,"Sure, it leads straight to Latorvia. How long can you hold your breath?",,,,,,
TLC_443,DEATHKNIGHT,MINION,Reluctant Wrangler,THE_LOST_CITY,"[x]<b>Reborn</b>
<b>Deathrattle:</b> Summon a 2/2
Undead Beast with <b>Taunt</b>.",3,1,1,COMMON,true,"""It's not that I never wanted a pet. I didn't want THIS pet.""",,,,,,
TLC_444,PALADIN,SPELL,Story of Galvadon,THE_LOST_CITY,Give a minion three random <b>Bonus Effects</b>.,2,,,RARE,true,"""...so I gave him +12 Attack and <b>Windfury</b> -- and you won't believe this -- he LIVED.""",,,,,,
TLC_446,WARLOCK,SPELL,Escape the Underfel,THE_LOST_CITY,<b>Quest:</b> Play 6 <b>Temporary</b> cards. <b>Reward:</b> Underfel Rift.,1,,,LEGENDARY,true,"Day 7. A terrible day! The ground opened beneath us, and we fell head over shell into an accursed rift! Fel choked my keen senses, and demonic beasts emerged from the fog. Thank goodness Umbra was able to use her magic to ward them off while we escaped.",,,,,,
TLC_447,WARLOCK,SPELL,Caustic Fumes,THE_LOST_CITY,Destroy an enemy minion. <b>Kindred:</b> Deal $2 damage to all minions.,4,,,COMMON,true,"If the fumes don't get them, the fumes might.",,,,,,
TLC_449,WARLOCK,LOCATION,Bloodpetal Biome,THE_LOST_CITY,<b>Discover</b> a <b>Temporary</b> 1-Cost minion.,1,,2,RARE,true,The rash doesn't FEEL temporary.,,,,,,
TLC_450,WARLOCK,MINION,Spelunker,THE_LOST_CITY,"<b>Battlecry:</b> Your next <b>Temporary</b> card costs
(2) less.",2,2,3,COMMON,true,Echo... echo... repeatable this turn...,,,,,,
TLC_451,WARLOCK,SPELL,Cursed Catacombs,THE_LOST_CITY,"<b>Discover</b> another
card from your deck. Make it <b>Temporary</b>.",0,,,EPIC,true,The minion is now permanently cursed. Temporarily.,,,,,,
TLC_452,MAGE,MINION,Titanographer Osk,THE_LOST_CITY,Gains a random <b>Titan</b> ability in your hand that changes each turn.,6,6,6,LEGENDARY,true,Look at this Titangraph.,,,,,,
TLC_454,NEUTRAL,MINION,Scalehide Kodo,THE_LOST_CITY,"[x]<b>Battlecry:</b> Destroy the
lowest Attack enemy minion.
<b>Kindred:</b> The highest
Attack instead.",6,3,6,COMMON,true,"Little Eeep and his pal Stomp are off to see the wonders of Un'Goro. First stop, Underfel!",BEAST,,,,,
TLC_460,MAGE,SPELL,The Forbidden Sequence,THE_LOST_CITY,"[x]<b>Quest:</b> <b>Discover</b> 7 cards.
<b>Reward:</b> The Origin Stone.",1,,,LEGENDARY,true,"Day 9. We were not welcomed with open arms, but with spears! Fortunately, Chief Esho took pity on us and called off the guards. Learning of Elise's expertise, a Titanographer whisked her away to the library. Umbra disappeared in the twisting streets...",,,,,,
TLC_461,MAGE,MINION,Scrappy Scavenger,THE_LOST_CITY,"[x]<b>Battlecry:</b> <b>Discover</b> a
card with Cost equal to your
remaining Mana Crystals.",1,1,1,COMMON,true,"""One second, I'm stashing this Ultragigasaur in my little satchel.""",,,,,,
TLC_462,MAGE,SPELL,Unearthed Artifacts,THE_LOST_CITY,"[x]Summon a random 2-Cost
minion. If you've <b><b>Discover</b>ed</b>
this turn, summon a random
4-Cost minion instead.",2,,,EPIC,true,The Tortollans live so long they're unearthing their OWN artifacts!,,,,,,
TLC_463,WARLOCK,MINION,Razidir,THE_LOST_CITY,"[x]<b>Battlecry:</b> Discard a random
card from your hand.
<b>Kindred:</b> Your opponent's
hand instead.",4,7,7,LEGENDARY,true,Be prepaaaaaaaaared! <i>(by playing a Demon or Beast the previous turn.)</i>,DEMON,,,,,
TLC_464,SHAMAN,SPELL,Mountain Map,THE_LOST_CITY,"[x]<b>Discover</b> a minion with
a type you haven't played.
If you play it this turn, also
pick one of the others.",1,,,RARE,true,See that part at the top? That's the top.,,,,,,
TLC_465,NEUTRAL,MINION,Stranglevine,THE_LOST_CITY,"<b>Deathrattle:</b> Give a random
friendly minion a random
<b>Bonus Effect</b> and this <b>Deathrattle</b>.",3,3,2,RARE,true,"""Wow, this human's head is perfectly mouth-shaped.""",,,Earnable on <i>The Lost City of Un'Goro</i> Reward Track.,,,
TLC_466,WARLOCK,SPELL,Story of Lakkari,THE_LOST_CITY,"[x]At the end of your turn,
discard a card and fill
your board with 3/2 Imps.
Lasts 3 turns.",7,,,RARE,true,"Wow, the Tortollans really embellish these stories.",,,,,,
TLC_467,WARLOCK,MINION,Whispering Stone,THE_LOST_CITY,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Get 2 random
Fel spells. They cost Health
instead of Mana.",5,0,8,EPIC,true,shhhhhh..._____________________________________________________________________________________________,,,,,,
TLC_468,NEUTRAL,MINION,Blob of Tar,THE_LOST_CITY,"[x]<b>Poisonous</b>, <b>Taunt</b>
<b>Deathrattle:</b> Summon a 1/2
Blob with <b>Poisonous</b> and a
1/2 Blob with <b>Taunt</b>.",4,2,4,COMMON,true,A tar is born.,ELEMENTAL,Earnable after opening a <i>The Lost City of Un'Goro</i> card pack.,Earnable after opening a golden <i>The Lost City of Un'Goro</i> card pack.,,,
TLC_469,WARLOCK,MINION,Tunnel Terror,THE_LOST_CITY,"<b>Deathrattle:</b> Get two random <b>Temporary</b>
2-Cost minions.",3,4,3,COMMON,true,And a tiny soul patch to match.,BEAST,,,,,
TLC_477,PALADIN,SPELL,Threshrider's Blessing,THE_LOST_CITY,"Give a friendly minion +4/+4 and ""<b>Deathrattle:</b> Summon a random 4-Cost minion.""",5,,,EPIC,true,#Blessed,,,,,,
TLC_478,WARRIOR,WEAPON,Axe of the Forefathers,THE_LOST_CITY,"After your hero attacks, deal 1 damage to all minions.",3,2,2,COMMON,true,...and the axe of the beforefathers before the forefathers before him.,,,,,,0
TLC_479,WARLOCK,MINION,Deathrot Maw,THE_LOST_CITY,"<b>Taunt</b>
<b>Deathrattle:</b> Summon a random Fel Beast.",6,2,8,RARE,true,"Oh, don't worry, Deathy doesn't bite.",,,,,,
TLC_480,NEUTRAL,MINION,"Krog, Crater King",THE_LOST_CITY,"[x]At the end of your turn,
set the Attack and Health of
all enemy minions to 1.",9,8,7,LEGENDARY,true,Who died and made him King of anything?,BEAST,,,,,
TLC_482,SHAMAN,MINION,Slagclaw,THE_LOST_CITY,"[x]<b>Battlecry:</b> Summon two
2/1 Sizzling Cinders.
<b>Kindred:</b> Trigger your Sizzling
Cinders' <b>Deathrattles.</b>",5,3,4,EPIC,true,"You can't just have the sizzle, you gotta have the cinders.",ELEMENTAL,,,,,
TLC_483,MAGE,MINION,Vault Breaker,THE_LOST_CITY,"After you <b>Discover</b> a card, reduce its Cost by (1).",3,2,4,COMMON,true,I've already told him 3 times to PUSH.,,,,,,
TLC_513,ROGUE,SPELL,Lie in Wait,THE_LOST_CITY,"[x]<b>Quest:</b> Shuffle cards
into your deck, 5 times.
<b>Reward: </b>Master Dusk.",1,,,LEGENDARY,true,"Day 2. Our first night in the Crater was a tad rough on this old shell. I can’t shake the feeling that we’re being watched. I swear I saw a glint of shining silver in the dark. I was going to ask Umbra about it at breakfast, but she never turned up.",,,,,,
TLC_514,ROGUE,MINION,Merchant of Legend,THE_LOST_CITY,"<b>Battlecry:</b> <b>Discover</b>
a <b>Legendary</b> minion.
Shuffle the other two into your deck.",1,1,2,COMMON,true,"""Tortollan has knives if you have coin.""",,,,,,
TLC_515,ROGUE,SPELL,Cultist Map,THE_LOST_CITY,"<b>Discover</b> a card from your deck. If you play it this turn, also pick one of the others.",2,,,RARE,true,"Are the Shrouded Shells actually great trackers, or are the Cult of the Damned just REALLY bad about leaving secret maps lying around?",,,,,,
TLC_516,ROGUE,MINION,Neferset Weaponsmith,THE_LOST_CITY,"[x]<b>Battlecry:</b> Get a random
weapon from another class.
<b>Combo:</b> Give it +2 Attack.",4,5,4,COMMON,true,Neferset your drink on the table without a coaster.,,,,,,
TLC_517,ROGUE,SPELL,Knockback,THE_LOST_CITY,"[x]Deal $1 damage to
a minion <i>(improved for
each time you've shuffled
cards into your deck)</i>.",1,,,EPIC,true,Every day he's scufflin',,,,,,
TLC_518,ROGUE,SPELL,Interrogation,THE_LOST_CITY,Shuffle three 3/3 Ninjas with <b>Stealth</b> into your deck that are <b>Summoned When Drawn</b>.,2,,,COMMON,true,"""Spill the tea or I'll end your entire career, sis.""",,,,,,
TLC_519,ROGUE,SPELL,Ambush Predators,THE_LOST_CITY,"Summon a 1/1 Spitter with <b>Stealth</b>
and <b>Poisonous</b>.
<b>Kindred:</b> Do it again.",3,,,RARE,true,"Ah, no wonder YOU'RE extinct.",,,,,,
TLC_520,ROGUE,MINION,Underbrush Tracker,THE_LOST_CITY,"[x]<b>Rush</b>
Costs (1) less for each
time you've shuffled cards
into your deck.",6,5,5,EPIC,true,An expert at tracking the elusive Adaptive Amalgam.,,,,,,
TLC_521,ROGUE,MINION,Eyes in the Sky,THE_LOST_CITY,"[x]<b>Battlecry:</b> Look at 3
cards in your enemy's deck.
Pick one to put on top.",2,2,3,RARE,true,"""I got eyes on Umbra's unstoppable undead army. I'll uh... stay wayyy up here.""",,,,,,
TLC_522,ROGUE,MINION,Opu the Unseen,THE_LOST_CITY,"<b><b>Stealth</b>.</b> <b>Battlecry, Combo,
and Deathrattle:</b> Cast
'Fan of Knives'.",6,6,4,LEGENDARY,true,This is allegedly what Opu looks like. We will confirm if we ever see him.,,,,,,
TLC_600,WARRIOR,MINION,Windpeak Wyrm,THE_LOST_CITY,"[x]<b>Battlecry:</b> Deal 5 damage
and gain 5 Armor.
<b>Kindred:</b> Costs (3) less.",8,6,6,COMMON,true,He's so anxious. Always winds up in knots.,DRAGON,,,Deal 5 damage.,,
TLC_601,WARRIOR,SPELL,Shellnado,THE_LOST_CITY,"Spend up to 5 Armor. For each spent, deal $1 damage to all minions.",4,,,RARE,true,Spin to win!,,,,,,
TLC_602,WARRIOR,SPELL,Enter the Lost City,THE_LOST_CITY,"[x]<b>Quest:</b> Survive 10 turns.
<b>Reward: </b>Latorvius, Gaze
of the City.",1,,,LEGENDARY,true,"Day 8. We’ve done it! As night fell, we came upon a brilliantly glowing tunnel guarded by two slumbering Tol’vir. With silent footsteps, we walked through and emerged into the heart of the Lost City! I’m sure my people will welcome us with open arms.",,,,,,
TLC_603,NEUTRAL,MINION,Platysaur,THE_LOST_CITY,<b>Battlecry:</b> Draw a card. <b>Deathrattle:</b> Discard it.,1,1,2,COMMON,true,"""Yup yup yup!""",BEAST,,Earnable on <i>The Lost City of Un'Goro</i> Reward Track.,,,
TLC_605,NEUTRAL,MINION,Tar Tyrant,THE_LOST_CITY,"[x]<b>Taunt</b>, <b>Lifesteal</b>
Has +6 Attack during your
opponent's turn.",8,1,12,COMMON,true,Why would they put a waterfall here if there wasn't something cool behind it?,ELEMENTAL,,,,,
TLC_606,WARRIOR,MINION,Latorvian Armorer,THE_LOST_CITY,"<b>Battlecry:</b> Deal 2 damage to an enemy minion. If it dies, gain 5 Armor.",3,3,3,RARE,true,All it needs now is a nice coat of blue paint!,,,,Deal 2 damage to an enemy minion.,,
TLC_620,WARRIOR,SPELL,Fortify,THE_LOST_CITY,"[x]Gain 3 Armor.
Deal damage equal
to your Armor to an
enemy minion.",3,,,COMMON,true,With vitamins and minerals!,,,,,,
TLC_621,NEUTRAL,MINION,Willful Watcher,THE_LOST_CITY,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Destroy the
 top 3 cards of your deck.",4,4,7,COMMON,true,"I still don't know why he has a sword. Despite being in many battles, he really just watches.",,,,,,
TLC_622,WARRIOR,SPELL,City Defenses,THE_LOST_CITY,"Summon two 0/6 Security with <b>Taunt</b>.
They gain +1 Attack
when damaged.",4,,,EPIC,true,These 0/6 <b>Taunts</b> have kept invaders out for centuries.,,,,,,
TLC_623,WARRIOR,MINION,Stonecarver,THE_LOST_CITY,"At the end of your turn, give a random friendly damaged minion +2/+2.",2,1,4,EPIC,true,"*clink*
*clink*
*clink*
*""D'oh!""",,,,,,
TLC_624,WARRIOR,MINION,"Nablya, the Watcher",THE_LOST_CITY,"[x]<b>Battlecry:</b> Summon copies
 of your damaged minions.
Give the copies <b>Rush</b>.",6,5,7,LEGENDARY,true,Of course the Titans trust the Tortollans to take care of Un'Goro Crater. Nablya is just there as <i>insurance.</i>,,,,,,
TLC_630,DEMONHUNTER,MINION,Gorishi Wasp,THE_LOST_CITY,"<b>Rush</b>. Whenever this takes damage, get a 1-Cost Gorishi Stinger.",5,2,7,EPIC,true,This card is the wasp's elbows!,BEAST,,,,,
TLC_631,DEMONHUNTER,SPELL,Unleash the Colossus,THE_LOST_CITY,"<b>Quest:</b> Deal exactly 2 damage to an enemy
on your turn, 12 times.
<b>Reward:</b> Gorishi Colossus.",1,,,LEGENDARY,true,"Day 4. I am dismayed to report that we thought we'd found a hidden entrance to the Lost City, but in fact it was a Silithid Hive! We high-tailed it out of there faster than a goblin wearing rocket boots. I am not terribly fond of bugs.",,,,,,
TLC_632,WARRIOR,SPELL,Story of Sulfuras,THE_LOST_CITY,"[x]Swap your Hero Power
to ""Deal 8 damage
to a random enemy.""
After 2 uses, swap back.",5,,,RARE,true,"""...and there were seven minions on board, and it STILL hit the enemy hero!""",,,,,,
TLC_633,DEMONHUNTER,MINION,Bugsquasher,THE_LOST_CITY,<b>Battlecry:</b> Deal 6 damage to an enemy minion with a minion type.,4,5,3,RARE,true,The Tortollans would be nothing without their QA department.,,,,Deal 6 damage to an enemy with a minion type.,,
TLC_810,DEATHKNIGHT,MINION,High Cultist Herenn,THE_LOST_CITY,"[x]<b>Battlecry:</b> Summon two
<b>Deathrattle</b> minions from
your deck. They fight!",8,8,6,LEGENDARY,true,"""Hello."" - Cultist Herenn",,,,,,
TLC_811,PRIEST,MINION,Archaios,THE_LOST_CITY,"[x]Whenever another
friendly minion attacks,
set its Health equal to
this minion's Health.",3,1,6,LEGENDARY,true,She's a health influencer.,BEAST,,,,,
TLC_814,PRIEST,MINION,Twilight Mender,THE_LOST_CITY,<b>Deathrattle:</b> Get a random Holy and Shadow spell.,3,3,4,COMMON,true,The Gravedawn Glade is FULL of indecisive Priests.,,,,,,
TLC_815,PRIEST,SPELL,Gravedawn Voidbulb,THE_LOST_CITY,"Summon a random 4-Cost minion and
give it <b>Taunt</b>.
<b>Kindred:</b> Do it again.",4,,,RARE,true,How many Gravedawns does it take to screw in a Voidbulb?,,,,,,
TLC_816,PRIEST,SPELL,Gravedawn Sunbloom,THE_LOST_CITY,Draw 2 cards. <b>Kindred:</b> This costs (2) less.,4,,,COMMON,true,So holy it photosynthesizes itself!,,,,,,
TLC_817,PRIEST,SPELL,Reach Equilibrium,THE_LOST_CITY,"[x]<b>Quest:</b> Cast 4 Holy spells
<b>Reward:</b> Life's Breath.
<b>Quest:</b> Cast 4 Shadow spells.
<b>Reward:</b> Death's Touch.",1,,,LEGENDARY,true,"Day 6. Today we found ourselves in a glade tormented by conflicting Holy and Shadow magic. At its center were two enormous Elementals, like opposite sides of the same coin. I hope one day we'll return here to see this broken place restored to peace.",,,,,,
TLC_818,PRIEST,SPELL,Resuscitate,THE_LOST_CITY,"Resurrect a 1, 2,
and 3-Cost minion.
Give them <b>Reborn</b>.",6,,,EPIC,true,This mud bath really does make you feel reborn.,,,,,,
TLC_819,PRIEST,MINION,Gladesong Siren,THE_LOST_CITY,"<b>Lifesteal</b>
Costs (1) if you've
played a Holy and Shadow spell this turn.",6,4,7,EPIC,true,When she shifts into minor key she really throws the void-holy balance out of whack.,NAGA,,,,,
TLC_820,PRIEST,MINION,Glade Ecologist,THE_LOST_CITY,"[x]<b>Deathrattle:</b> Get a 1-Cost
Holy spell that gives a
minion +2 or -2 Health.",1,2,1,RARE,true,The dude minored in Underfel Biology. Now that's a renaissance Tortollan!,,,,,,
TLC_821,PRIEST,MINION,Wilted Shadow,THE_LOST_CITY,"[x]<b>Lifesteal</b>
Whenever you heal an
enemy, this attacks it.",7,6,7,RARE,true,The shadow shall burn you!,ELEMENTAL,,,,,
TLC_822,HUNTER,MINION,Dinositter,THE_LOST_CITY,"[x]At the end of your
turn, reduce the Cost
of a random Beast in
your hand by (1).",2,2,3,COMMON,true,"""You aren't leaving this log until you finish your greens.""",,,,,,
TLC_823,HUNTER,SPELL,Cower in Fear,THE_LOST_CITY,"Deal $3 damage
to a minion. The next
Beast you play this
turn costs (2) less.",2,,,COMMON,true,Mother Duck's fourth duckling got lost in Un'Goro Crater.,,,,,,
TLC_824,HUNTER,SPELL,Odd Map,THE_LOST_CITY,"[x]<b>Discover</b> an odd-Attack
Beast. If you play it this
turn, also pick one of
the others.",1,,,COMMON,true,I don't EVEN know where this goes!,,,,,,
TLC_825,HUNTER,MINION,Ravasaur Matriarch,THE_LOST_CITY,"[x]<b>Kindred:</b> Deal damage to
an enemy minion equal to
this minion's Attack.",4,5,4,EPIC,true,The female Ravasaur is 30% larger than the male. And 100% more aggressive.,BEAST,,,Deal damage equal to this minion's Attack.,,
TLC_826,HUNTER,SPELL,Story of Carnassa,THE_LOST_CITY,"Shuffle ten 1-Cost 3/2 Raptors into your deck with ""<b>Battlecry:</b> Draw a card.""",2,,,RARE,true,"""... and ALL TEN Raptors were at the top of the deck!""",,,,,,
TLC_827,HUNTER,MINION,Grazing Stegodon,THE_LOST_CITY,"At the end of your turn, gain +1 Attack <i>(even while in hand or deck)</i>.",3,0,5,RARE,true,He's a growing boy. :),BEAST,,,,,
TLC_828,HUNTER,SPELL,Supreme Dinomancy,THE_LOST_CITY,"Give +2/+2 to all Beasts in your hand, deck, and battlefield.",5,,,EPIC,true,Not anyone can be a great dinomancer. But a great dinomancer can come from anywhere.,,,,,,
TLC_829,NEUTRAL,MINION,Ravenous Devilsaur,THE_LOST_CITY,"[x]<b>Battlecry:</b> Destroy a minion.
<b>Kindred:</b> Gain its stats.",7,3,3,EPIC,true,You're not you when you're ravenous.,BEAST,,Earnable after purchasing the <i>The Lost City of Un'Goro</i> Tavern Pass.,Destroy a minion.,,
TLC_830,HUNTER,SPELL,The Food Chain,THE_LOST_CITY,"<b>Quest:</b> Play a 1, 3, 5, and 7-Attack Beast.
<b>Reward:</b> Shokk.",1,,,LEGENDARY,true,"Day 1. The search begins! I joined Elise Starseeker at the outskirts of the Crater, as well as a Tortollan named Umbra and a most curious gnome named Niri. Embarking into the jungle, we stumbled upon the largest tracks I’ve ever laid eyes on!",,,,,,
TLC_831,NEUTRAL,MINION,Pterrordax Egg,THE_LOST_CITY,"[x]<b>Deathrattle:</b> Summon
a 3/3 Pterrordax that
steals 1 Health from
all other minions.",3,0,3,COMMON,true,"When you crack this egg, it cracks you right back.",,,Earnable on <i>The Lost City of Un'Goro</i> Reward Track.,,,
TLC_833,DEMONHUNTER,WEAPON,Insect Claw,THE_LOST_CITY,"After your hero attacks, summon a 2/1 Grub with <b>Rush</b>.",3,2,2,RARE,true,Get your grubby claws off me!,,,,,,0
TLC_835,PRIEST,SPELL,Story of Amara,THE_LOST_CITY,"Set your hero's
Health to 40.",10,,,COMMON,true,"""Once upon a time... ok how about we just skip to the end?""",,,,,,
TLC_836,HUNTER,MINION,Niri of the Crater,THE_LOST_CITY,"[x]Whenever you play a 1-Cost
minion, double its stats.
Whenever you cast a 1-Cost
spell, cast it twice.",3,2,5,LEGENDARY,true,"Niri, Niri, Niri of the Crater, strong as they can be! HAAAAAEEHOOOOHEHOOOEAAAAAAAA!!!! Watch out for that tree!",,,,,,
TLC_840,DEMONHUNTER,MINION,Gorishi Tunneler,THE_LOST_CITY,"<b>Stealth</b>
After this attacks,
deal 2 damage to the
enemy hero.",3,2,4,COMMON,true,"""This card is really boring.""
""Nah, I really dig this card.""",BEAST,,,,,
TLC_841,DEMONHUNTER,MINION,Entomologist Toru,THE_LOST_CITY,"[x]<b>Battlecry:</b> Put each minion
 in your hand into 0/1 Jars
 that cost (1). Break them
  to release the minions!",8,7,7,LEGENDARY,true,The lid. The lid. The lid. The lid. The lid. The lid.,,,,,,
TLC_888,NEUTRAL,MINION,Cloud Serpent,THE_LOST_CITY,"[x]<b>Battlecry:</b> Get a copy
of another Elemental or
Dragon in your hand.",3,3,3,RARE,true,Cloudy with a chance of Quest Rewards.,ELEMENTAL,,Earnable on <i>The Lost City of Un'Goro</i> Reward Track.,,,
TLC_900,DEMONHUNTER,SPELL,Hive Map,THE_LOST_CITY,"[x]<b>Discover</b> a Fel spell.
If you play it this turn, also
pick one of the others.",1,,,COMMON,true,The perfect map of where to never ever ever ever ever go.,,,,,,
TLC_901,DEMONHUNTER,SPELL,Fumigate,THE_LOST_CITY,Deal $3 damage to a minion and all others of the same minion type.,2,,,EPIC,true,Stink bomb go!,,,,,,
TLC_902,DEMONHUNTER,SPELL,Infestation,THE_LOST_CITY,"[x]Get two 1-Cost Gorishi
Stingers. Each one deals
$2 damage and summons
a 2/1 Grub with <b>Rush</b>.",2,,,RARE,true,NOT THE WASPS!,,,,,,
TLC_903,DEMONHUNTER,MINION,Silithid Queen,THE_LOST_CITY,"<b>Rush</b>
<b>Kindred</b>: Give your hero
+5 Attack this turn.",5,5,2,COMMON,true,"Yaaaaaaass Silithid Queen, stiiiing.",BEAST,,,,,
TLC_987,NEUTRAL,MINION,Questing Assistant,THE_LOST_CITY,"[x]<b>Battlecry:</b> If you played
a <b>Quest</b> this game,
deal 3 damage to an
enemy minion.",2,3,2,COMMON,true,Forget the Quest. Our new Quest is to make sure no harm ever comes to him.,,,,Deal 3 damage to an enemy minion.,,
TLC_EVENT_400,NEUTRAL,SPELL,Storm the Gates,EVENT,"[x]<b>Sidequest:</b> Play
3 Beasts or Undead.
<b>Reward:</b> Craft a custom
Zombeast. It costs (3) less.",1,,,EPIC,true,Have fun storming the Lost City!,,Earnable after opening a <i>The Lost City of Un'Goro</i> card pack.,Earnable after opening a golden <i>The Lost City of Un'Goro</i> card pack.,,,
TLC_EVENT_402,DEATHKNIGHT,WEAPON,Staff of the Endbringer,EVENT,<b>Deathrattle:</b> Destroy all minions.,3,1,6,LEGENDARY,true,"Finally, the loot I wanted off the boss! Too bad I'm on an alt...",,Earnable after opening a <i>Lost City of Un'Goro</i> card pack.,Earnable after opening a golden <i>Lost City of Un'Goro</i> card pack.,,,0
TOY_000,NEUTRAL,MINION,Tar Slime,WHIZBANGS_WORKSHOP,"<b>Taunt</b>
Has +2 Attack during your opponent's turn.",1,0,3,COMMON,true,Too cute to be contained!,ELEMENTAL,,,,,
TOY_006,NEUTRAL,MINION,Scarab Keychain,WHIZBANGS_WORKSHOP,"<b>Battlecry:</b> <b>Discover</b> a
2-Cost card.",1,1,1,COMMON,true,"""How do you keep losing your keys!? They couldn't have just gotten up and walked away!""",BEAST,,,,,
TOY_028,DEMONHUNTER,MINION,Spirit of the Team,WHIZBANGS_WORKSHOP,"<b>Stealth</b> for 1 turn.
Your hero has +2 Attack
on your turn.",2,0,3,RARE,true,Horrible call! BOOOOoo00oO0o0OO0oo0oO!,UNDEAD,,,,,
TOY_037,MAGE,SPELL,Hidden Objects,WHIZBANGS_WORKSHOP,"<b>Discover</b> a <b>Secret</b>.
Set its Cost to (1).",2,,,COMMON,true,There are 99 gnomes in this picture. Can YOU find them all?,,,,,,
TOY_046,SHAMAN,SPELL,Incredible Value,WHIZBANGS_WORKSHOP,<b>Discover</b> a 4-Cost minion. Set its Attack and Health to 7.,3,,,COMMON,true,Now with expedited Overload!,,,,,,
TOY_054,NEUTRAL,MINION,Card Grader,WHIZBANGS_WORKSHOP,"<b>Battlecry:</b> If you've cast
a spell while holding this, <b>Discover</b> a card from your deck.",3,2,4,COMMON,true,"""Uncentered gem, fractured frame, folded corner... 10/10!""",NAGA,,,,,
TOY_100,NEUTRAL,MINION,"Gnomelia, S.A.F.E. Pilot",LEGACY,"[x]<b>Rush</b>. Also damages minions
next to whomever this attacks.
<b>Deathrattle:</b> Deal 2 damage
to all enemies.",6,4,2,LEGENDARY,true,Never learned how to L.A.N.D.,,,,,,
TOY_101,NEUTRAL,MINION,Night Elf Huntress,LEGACY,"[x]<b>Battlecry:</b> Deal 3 damage
to three different enemies.
<i>(You pick the targets!)</i>",5,3,3,COMMON,true,"A triple threat, all on her own.",,,,Deal 3 damage. (@ left!),,
TOY_102,NEUTRAL,MINION,Footman,LEGACY,"<b>Taunt</b>
Adjacent minions are <b>Immune</b> while attacking.",4,2,5,RARE,true,Ha ha HAAAH huHAH!,,,,,,
TOY_103,NEUTRAL,MINION,Warsong Grunt,LEGACY,"<b>Rush</b>. After this attacks and kills a minion, it may attack again.",5,3,6,COMMON,true,Where do you think the chickens learned to be angry?,,,,,,
TOY_307,NEUTRAL,MINION,Sweetened Snowflurry,WHIZBANGS_WORKSHOP,"[x]<b>Miniaturize</b>
<b>Battlecry:</b> Get 2 random
<b>Temporary</b> Frost spells.",3,3,3,COMMON,true,"""You want a piece of me!? Will that be one scoop or two?""",ELEMENTAL,,,,,
